class_id,car_length,car_width,car_height,rated_passenger
569154,4146,1772,1617,5
437598,4589,1835,1700,5
304458,4630,1775,1480,5
354068,4665,1700,1505,5
671482,4280,1785,1658,5
871642,4524,1838,1685,5
871642,4524,1838,1701,5
209945,5087,1868,1500,5
349023,4450,1807,1459,5
250658,4923,1854,1470,5
671482,4280,1785,1658,5
819061,4450,1855,1635,5
209945,5087,1868,1500,5
125403,5203,1878,1809,7
540712,4519,1831,1694,5
219195,4365,1814,1695,5
349023,4666,1807,1460,5
281301,4872,1834,1484,5
409854,4649,1852,1710,5
206765,4718,1802,1471,5
360648,4160,1700,1495,5
376193,4462,1857,1638,5
379265,4032,1680,1470,5
308913,4445,1765,1485,5
580634,4393,1766,1524,5
815230,4415,1819,1625,5
417803,4295,1760,1588,5
416749,4270,1772,1605,5
693436,4725,1802,1478,5
786351,4570,1775,1445,5
103507,4270,1780,1630,5
713651,4649,1800,1416,5
186250,4370,1809,1461,5
871642,4524,1838,1701,5
654134,4620,1820,1765,5
401052,4452,1804,1532,5
540712,4519,1831,1694,5
412240,4705,1800,1750,7
501564,4810,1910,1770,7
745137,4368,1823,1483,5
950264,4545,1855,1690,5
621073,4400,1680,1750,8-Jul
963845,4270,1780,1622,5
169673,4715,1830,1780,7
175962,4475,1706,1469,5
692703,4510,1852,1677,5
425432,4605,1765,1460,5
527809,5065,1860,1476,5
851857,4812,1903,1680,5
249875,4672,1843,1678,5
732758,4565,1821,1624,5
614059,4714,1810,1442,5
416749,4270,1772,1605,5
472603,4750,1820,1488,5
125403,5256,1878,1776,7
587678,4294,1772,1605,5
124140,4650,1850,1695,5
924154,4587,1825,1490,5
437598,4549,1835,1700,5
412240,4680,1800,1750,7
692703,4510,1852,1677,5
628041,4255,1799,1452,5
289386,4461,1795,1474,5
481950,4633,1840,1535,5
356986,4873,1852,1470,5
950264,4545,1855,1690,5
654134,4620,1820,1765,5
409854,4681,1827,1710,5
576298,4745,1720,1950,8-Jul
198427,4590,1734,1470,5
245609,4348,1807,1574,5
576298,4715,1720,1940,8-Jul
714150,4652,1843,1684,5
854548,4314,1809,1624,5
281792,4312,1785,1460,5
125403,5256,1878,1776,7
291086,4902,1863,1456,5
425432,4605,1765,1460,5
354068,4665,1700,1505,5
587678,4294,1772,1605,5
501564,4810,1910,1770,7
671482,4345,1785,1647,5
603972,5036,1874,1480,5
591790,4630,1775,1485,5
103507,4270,1780,1630,5
714150,4652,1843,1684,5
714152,4506,1809,1685,5
475895,4559,1793,1487,5
961362,4384,1837,1612,5
378536,4510,1850,1662,5
392593,4470,1837,1670,5
559132,4891,1830,1490,5
961962,4501,1704,1469,5
597927,4855,1860,1475,5
950264,4545,1855,1690,5
683364,4451,1845,1675,5
714860,4720,1815,1465,5
651782,5131,1852,1502,5
409854,4681,1827,1710,5
914348,3970,1682,1462,5
384924,5018,1866,1459,5
597927,4855,1860,1475,5
206765,4718,1802,1471,5
560265,4440,1700,1783,8-Jun
354068,4631,1760,1503,5
603972,5036,1874,1480,5
692703,4510,1852,1677,5
289403,4440,1833,1545,5
384924,5018,1866,1459,5
304458,4630,1775,1480,5
883691,4865,1820,1475,5
209945,5055,1860,1491,5
614059,4783,1810,1442,5
510309,4661,1898,1664,5
219195,4335,1814,1695,5
347384,4600,1780,1445,5
321683,4655,1780,1453,5
321683,4655,1780,1453,5
178529,3797,1510,1820,7
482497,4629,1898,1655,5
209945,5055,1860,1491,5
732758,4565,1821,1624,5
401052,4449,1804,1535,5
379876,4590,1820,1488,5
714860,4720,1815,1465,5
789290,4440,1700,1490,5
905745,4278,1781,1648,5
560265,4440,1700,1783,8-Jun
475895,4559,1793,1487,5
209945,5087,1868,1500,5
472603,4750,1820,1488,5
750340,4530,1900,1700,5
651347,4065,1695,1525,5
340175,4649,1830,1705,5
851857,4812,1903,1680,5
308913,4445,1765,1485,5
250658,4923,1854,1470,5
289403,4440,1833,1545,5
304458,4630,1775,1480,5
175962,4475,1706,1469,5
961362,4384,1837,1612,5
580470,4562,1793,1468,5
978089,4631,1789,1470,5
412240,4705,1800,1750,7
302513,4354,1840,1654,5
219195,4335,1814,1695,5
713651,4649,1800,1416,5
468392,4915,1845,1470,5
392593,4470,1837,1670,5
621073,4400,1680,1770,8-Jul
815230,4415,1819,1645,5
687270,4620,1710,1535,5
682651,4818,1843,1432,5
603972,5036,1874,1480,5
914348,3987,1705,1486,5
750340,4530,1900,1700,5
249875,4672,1843,1678,5
492952,4683,1780,1465,5
576298,5055,1695,1960,8-Jul
580634,4393,1766,1524,5
291086,4843,1856,1484,5
349023,4666,1807,1460,5
861459,4671,1835,1464,5
714152,4712,1839,1673,5
475895,4559,1793,1487,5
861459,4671,1835,1464,5
206765,4718,1802,1471,5
890189,4220,1740,1625,5
739296,4780,1820,1755,7-Jun
453752,4650,1811,1454,5
453752,4760,1811,1455,5
540712,4519,1831,1694,5
628041,4255,1799,1452,5
587678,4294,1772,1605,5
914348,3970,1682,1462,5
437598,4549,1835,1700,5
961962,4501,1704,1469,5
576298,5145,1720,1960,8-Jul
289386,4582,1795,1458,5
248352,4370,1700,1460,5
248352,4400,1740,1460,5
178529,3797,1510,1820,7
671482,4280,1785,1658,5
221795,4398,1841,1591,5
743957,4544,1779,1467,5
348641,4579,1804,1490,5
861459,4671,1835,1464,5
175962,4475,1706,1469,5
559132,4891,1830,1490,5
559132,5016,1830,1490,5
621073,4400,1680,1750,8-Jul
671482,4280,1785,1658,5
654134,4620,1820,1750,5
692703,4510,1852,1677,5
924154,4587,1825,1490,5
628041,4255,1799,1452,5
425432,4605,1765,1460,5
692703,4510,1852,1677,5
842246,4748,1933,1697,5
356986,4873,1852,1470,5
576298,5145,1720,1960,8-Jul
359378,4338,1830,1645,5
810398,4282,1706,1475,5
819061,4450,1855,1635,5
614059,4783,1810,1442,5
302513,4354,1840,1654,5
136916,4850,1825,1480,5
249875,4672,1843,1678,5
425432,4605,1765,1460,5
714860,4720,1815,1465,5
810398,4282,1706,1475,5
468392,4915,1845,1470,5
540712,4519,1831,1694,5
103507,4270,1780,1630,5
348641,4579,1804,1490,5
392593,4470,1837,1670,5
559132,4891,1830,1490,5
961362,4384,1837,1594,5
961362,4384,1837,1594,5
741152,4667,1839,1660,5
437598,4549,1835,1700,5
612523,4500,1855,1690,5
209945,5087,1868,1500,5
219195,4335,1814,1695,5
735971,4609,1798,1486,5
739296,4780,1820,1755,7-Jun
580470,4562,1793,1468,5
379876,4590,1820,1488,5
302513,4354,1840,1654,5
923841,4855,1854,1476,5
103507,4270,1780,1630,5
735971,4587,1798,1463,5
281792,4319,1785,1441,5
340175,4649,1830,1705,5
527809,5065,1860,1476,5
379265,4032,1680,1450,5
416749,4270,1772,1605,5
692703,4510,1852,1677,5
739296,4710,1785,1745,7-Jun
745137,4534,1823,1483,5
654134,4620,1810,1765,5
914348,3970,1682,1462,5
560265,4440,1700,1783,8-Jun
395234,4825,1860,1480,5
741152,4667,1839,1663,5
948936,4520,1790,1750,7-Jun
527765,3675,1630,1518,4
714860,4720,1815,1465,5
973106,4816,1942,1669,5
265980,4360,1685,1820,8-Jul
124140,4650,1850,1695,5
760412,4705,1810,1710,5
953842,4480,1855,1645,5
559132,4891,1830,1490,5
714152,4712,1839,1673,5
194450,4475,1850,1655,5
671482,4345,1785,1647,5
580634,4393,1766,1524,5
186250,4370,1809,1461,5
905061,4810,1795,1730,7
842246,4748,1933,1697,5
683364,4451,1916,1945,5
412240,4705,1800,1750,7
725137,4350,1825,1655,5
693436,4725,1802,1478,5
924154,4587,1825,1490,5
527765,3675,1630,1518,4
219195,4335,1814,1695,5
569154,4195,1772,1617,5
576298,4680,1695,1940,8-Jul
576298,5115,1720,1960,8-Jul
384924,5018,1866,1459,5
436105,4710,1820,1470,5
736094,4465,1725,1685,7-Jun
714152,4506,1809,1685,5
815230,4415,1819,1625,5
842246,4748,1933,1697,5
760412,4705,1810,1680,5
392593,4470,1837,1670,5
516750,4530,1721,1730,8-Jul
750340,4530,1900,1700,5
221795,4398,1841,1591,5
789290,4440,1700,1490,5
472603,4750,1820,1488,5
291514,4170,1810,1635,5
725137,4350,1825,1655,5
603972,5036,1874,1480,5
437063,4456,1803,1446,5
576298,5115,1720,1960,8-Jul
416749,4270,1772,1605,5
750340,4530,1900,1700,5
384924,5018,1866,1461,5
103507,4270,1780,1630,5
569154,4146,1772,1617,5
786351,4570,1775,1445,5
308913,4445,1765,1485,5
714860,4720,1815,1465,5
175962,4475,1706,1469,5
713651,4649,1800,1416,5
321683,4655,1780,1453,5
741152,4667,1839,1660,5
739296,4710,1785,1745,7-Jun
291086,4843,1856,1484,5
492952,4683,1780,1465,5
591790,4630,1775,1480,5
425432,4605,1765,1460,5
350259,4598,1826,1425,5
923841,4855,1854,1476,5
861459,4671,1835,1464,5
713651,4649,1800,1416,5
621073,4400,1680,1770,8-Jul
871642,4524,1838,1701,5
619401,4500,1834,1707,5
612523,4500,1855,1690,5
412240,4705,1800,1750,7
289403,4440,1833,1545,5
961962,4501,1704,1469,5
527809,5065,1860,1467,5
914348,3970,1682,1462,5
973106,4816,1942,1669,5
973106,4816,1942,1669,5
384924,5018,1866,1459,5
743957,4544,1779,1467,5
250658,4923,1854,1470,5
321683,4655,1780,1453,5
516750,4500,1721,1715,8-Jul
739296,4710,1785,1745,7-Jun
378536,4510,1850,1662,5
914348,3987,1705,1486,5
851857,4812,1903,1680,5
136916,4850,1825,1480,5
354068,4665,1700,1505,5
603972,5036,1874,1480,5
290854,4585,1855,1679,5
169673,4715,1830,1780,7
472603,4750,1820,1488,5
745137,4534,1823,1483,5
409854,4640,1825,1745,5
409854,4649,1852,1710,5
249875,4672,1843,1678,5
250658,4923,1854,1470,5
250658,4923,1854,1470,5
559132,4891,1830,1490,5
206765,4718,1802,1466,5
395234,4825,1860,1480,5
854548,4314,1809,1624,5
527809,4925,1860,1470,5
905061,4810,1795,1730,7
475895,4559,1793,1487,5
360648,4160,1700,1485,5
819061,4450,1855,1635,5
890189,4220,1740,1615,5
654134,4620,1820,1755,5
437063,4456,1803,1446,5
732758,4565,1821,1613,5
416749,4270,1772,1605,5
587678,4294,1772,1605,5
289403,4440,1833,1545,5
745137,4534,1823,1483,5
291086,4902,1863,1456,5
883691,4866,1832,1464,5
356986,4873,1852,1470,5
963845,4270,1780,1622,5
304458,4630,1775,1485,5
649213,4730,1824,1426,5
349023,4643,1797,1479,5
576298,5055,1695,1960,8-Jul
289386,4582,1795,1458,5
923841,4855,1854,1476,5
714860,4720,1815,1465,5
713651,4649,1800,1416,5
540712,4519,1831,1694,5
219195,4365,1814,1695,5
425432,4605,1765,1460,5
854079,4664,1750,1505,5
714152,4506,1809,1685,5
587678,4294,1772,1605,5
725137,4350,1825,1655,5
978089,4425,1789,1470,5
359378,4338,1830,1645,5
559132,4891,1830,1490,5
597927,4855,1860,1475,5
810398,4282,1706,1475,5
209945,5087,1868,1500,5
527809,5065,1860,1482,5
401052,4449,1804,1535,5
914348,3970,1682,1462,5
978089,4631,1789,1470,5
492952,4683,1780,1465,5
425432,4605,1765,1460,5
250658,4923,1854,1470,5
603972,5036,1874,1480,5
587678,4294,1772,1605,5
291514,4170,1810,1635,5
654134,4620,1820,1755,5
527809,5065,1860,1467,5
124140,4650,1850,1695,5
412240,4680,1800,1750,7
628041,4255,1799,1452,5
576298,4680,1695,1940,8-Jul
789290,4440,1700,1490,5
379265,4032,1680,1450,5
437063,4456,1803,1446,5
527809,4925,1860,1476,5
526401,4610,1800,1450,5
923841,4855,1854,1476,5
905061,4810,1795,1730,7
270690,4415,1685,1850,5
978089,4425,1789,1470,5
745137,4368,1823,1483,5
492952,4683,1780,1465,5
786351,4570,1775,1445,5
409854,4681,1827,1710,5
340175,4649,1830,1705,5
526401,4610,1800,1450,5
736094,4465,1725,1685,7-Jun
281301,4872,1834,1484,5
348641,4579,1804,1490,5
206765,4718,1802,1466,5
963845,4270,1780,1622,5
741152,4667,1839,1663,5
683364,4451,1845,1675,5
914348,3970,1682,1462,5
651782,5131,1852,1502,5
289386,4461,1795,1474,5
736094,4465,1725,1685,7-Jun
281301,4872,1834,1484,5
861459,4671,1835,1464,5
961362,4384,1837,1612,5
854079,4664,1750,1505,5
559132,4891,1830,1490,5
354068,4631,1760,1503,5
671482,4280,1785,1658,5
654134,4620,1820,1750,5
654134,4620,1820,1750,5
580470,4562,1793,1468,5
475895,4559,1793,1487,5
872180,4749,1931,1655,5
872180,4765,1931,1655,5
516750,4530,1721,1730,8-Jul
732758,4565,1821,1624,5
914348,3970,1682,1462,5
628041,4255,1799,1452,5
412240,4705,1800,1750,7
501564,4810,1910,1770,7
651347,4065,1695,1525,5
854079,4664,1750,1505,5
526401,4610,1800,1450,5
760412,4705,1810,1680,5
281301,4872,1834,1484,5
714860,4720,1815,1465,5
219195,4335,1814,1695,5
409854,4640,1825,1745,5
597927,4855,1860,1475,5
248352,4370,1700,1460,5
735971,4587,1798,1463,5
654134,4620,1820,1750,5
614059,4783,1810,1442,5
569154,4146,1772,1617,5
580470,4562,1793,1468,5
527809,5065,1860,1467,5
378536,4510,1850,1662,5
340175,4649,1830,1705,5
417803,4295,1760,1588,5
308913,4445,1765,1485,5
854079,4664,1750,1505,5
576298,5145,1720,1960,8-Jul
270690,4415,1685,1850,5
735971,4587,1798,1463,5
890189,4220,1740,1615,5
871642,4524,1838,1685,5
340175,4649,1830,1705,5
265980,4360,1685,1820,8-Jul
221795,4398,1841,1591,5
209945,5087,1868,1500,5
732758,4565,1821,1624,5
682651,4818,1843,1432,5
527765,3675,1630,1518,4
416749,4270,1772,1605,5
125403,5203,1878,1809,7
409854,4640,1825,1690,5
961962,4501,1704,1469,5
453752,4650,1811,1455,5
510309,4661,1898,1664,5
745137,4534,1823,1483,5
245609,4348,1807,1574,5
597927,4855,1860,1475,5
270690,4415,1685,1850,5
789290,4440,1700,1490,5
527765,3675,1630,1518,4
401052,4449,1804,1535,5
914348,3970,1682,1462,5
973106,4816,1942,1669,5
569154,4195,1772,1617,5
409854,4640,1825,1745,5
291086,4843,1856,1484,5
289386,4461,1795,1474,5
348641,4579,1804,1490,5
392593,4470,1837,1670,5
482497,4629,1898,1655,5
209945,5087,1868,1500,5
401052,4449,1804,1535,5
281792,4457,1796,1417,5
614059,4714,1810,1442,5
527809,5065,1860,1482,5
510309,4661,1898,1664,5
125403,5256,1878,1776,7
412240,4680,1800,1750,7
321683,4655,1780,1453,5
714150,4652,1843,1693,5
654134,4620,1820,1750,5
654134,4620,1810,1765,5
209945,5087,1868,1500,5
693436,4725,1802,1478,5
745137,4534,1823,1483,5
973106,4816,1942,1669,5
437598,4549,1835,1700,5
739296,4710,1785,1745,7-Jun
290854,4585,1855,1679,5
378536,4510,1850,1662,5
745137,4368,1823,1483,5
973106,4816,1942,1669,5
682651,4818,1843,1432,5
221795,4398,1841,1591,5
482497,4629,1898,1655,5
453752,4753,1811,1453,5
472603,4750,1820,1488,5
612523,4500,1855,1690,5
291086,4902,1863,1461,5
687270,4620,1710,1535,5
125403,5203,1878,1805,7
125403,5203,1878,1811,7
437598,4549,1835,1700,5
743957,4544,1779,1467,5
289386,4582,1795,1458,5
481950,4633,1840,1535,5
265980,4360,1685,1820,8-Jul
683364,4451,1845,1675,5
612523,4500,1855,1690,5
914348,3970,1682,1462,5
248352,4400,1740,1460,5
347384,4600,1780,1445,5
348641,4579,1804,1490,5
950264,4545,1855,1690,5
950264,4545,1855,1690,5
950264,4545,1855,1690,5
810398,4282,1706,1475,5
360648,4160,1700,1495,5
739296,4710,1785,1745,7-Jun
732758,4565,1821,1624,5
401052,4449,1804,1535,5
379876,4558,1805,1505,5
291514,4170,1810,1635,5
308913,4445,1765,1485,5
425432,4605,1765,1460,5
354068,4631,1760,1503,5
735971,4587,1798,1463,5
290854,4585,1855,1679,5
379876,4590,1820,1488,5
745137,4368,1823,1483,5
302513,4354,1840,1654,5
576298,4715,1720,1940,8-Jul
265980,4360,1685,1820,8-Jul
597927,4855,1860,1475,5
810398,4282,1706,1475,5
560265,4440,1700,1783,8-Jun
281792,4312,1785,1460,5
961962,4501,1704,1469,5
291086,4902,1863,1461,5
425432,4605,1765,1460,5
576298,5055,1695,1960,8-Jul
883691,4866,1832,1464,5
760412,4705,1810,1680,5
651782,5131,1852,1502,5
249875,4672,1843,1678,5
905061,4810,1795,1730,7
103507,4270,1780,1630,5
392593,4470,1837,1670,5
376193,4462,1857,1638,5
425432,4605,1765,1460,5
576298,5115,1720,1960,8-Jul
265980,4360,1685,1820,8-Jul
392593,4470,1837,1670,5
619401,4500,1834,1707,5
603972,5036,1874,1480,5
654134,4620,1820,1755,5
587678,4294,1772,1605,5
384924,5018,1866,1459,5
883691,4866,1832,1464,5
248352,4370,1700,1460,5
714152,4506,1809,1685,5
475895,4559,1793,1487,5
354068,4631,1760,1503,5
379265,4032,1680,1470,5
961962,4501,1704,1469,5
384924,5018,1866,1461,5
349023,4450,1807,1459,5
425432,4605,1765,1460,5
576298,5055,1695,1960,8-Jul
580634,4393,1766,1524,5
392593,4470,1837,1670,5
713651,4649,1800,1416,5
321683,4655,1780,1453,5
354068,4631,1760,1503,5
437063,4456,1803,1446,5
587678,4294,1772,1605,5
978089,4631,1789,1470,5
978089,4631,1789,1470,5
340175,4649,1830,1705,5
291086,4843,1856,1484,5
526401,4610,1800,1450,5
356986,4873,1852,1470,5
348641,4579,1804,1490,5
392593,4470,1837,1670,5
194450,4475,1850,1655,5
206765,4718,1802,1466,5
186250,4370,1809,1461,5
713651,4649,1800,1416,5
559132,4891,1830,1490,5
671482,4280,1785,1658,5
743957,4544,1779,1467,5
289386,4582,1795,1458,5
883691,4866,1832,1464,5
760412,4705,1810,1680,5
714152,4712,1839,1673,5
560265,4440,1700,1783,8-Jun
872180,4749,1931,1655,5
621073,4400,1680,1750,8-Jul
481950,4633,1840,1535,5
760412,4705,1810,1680,5
621073,4400,1680,1750,8-Jul
516750,4500,1721,1715,8-Jul
963845,4270,1780,1622,5
395234,4825,1860,1480,5
417803,4295,1760,1588,5
281301,4872,1834,1484,5
580634,4393,1766,1524,5
409854,4640,1825,1745,5
409854,4649,1852,1710,5
350259,4598,1826,1425,5
671482,4345,1785,1647,5
745137,4368,1823,1483,5
249875,4672,1843,1678,5
492952,4683,1780,1465,5
308913,4445,1765,1485,5
248352,4400,1740,1460,5
597927,4855,1860,1475,5
175962,4475,1706,1469,5
815230,4415,1819,1625,5
510309,4661,1898,1664,5
587678,4294,1772,1605,5
559132,4891,1830,1490,5
395234,4825,1860,1480,5
619401,4500,1834,1707,5
302513,4354,1840,1654,5
304458,4630,1775,1480,5
425432,4605,1765,1460,5
714150,4652,1843,1688,5
682651,4818,1843,1432,5
890189,4220,1740,1615,5
651347,4065,1695,1525,5
409854,4600,1860,1720,5
576298,4715,1720,1940,8-Jul
248352,4400,1740,1460,5
741152,4667,1839,1660,5
437063,4456,1803,1446,5
124140,4650,1850,1695,5
725137,4350,1825,1655,5
692703,4510,1852,1677,5
289403,4440,1833,1545,5
219195,4335,1814,1695,5
961962,4487,1706,1470,5
249875,4672,1843,1678,5
492952,4683,1780,1465,5
760412,4705,1810,1680,5
714860,4720,1815,1465,5
527765,3675,1630,1518,4
883691,4865,1820,1475,5
248352,4400,1740,1460,5
347384,4600,1780,1445,5
281792,4457,1796,1417,5
687270,4620,1710,1515,5
437063,4456,1803,1446,5
732758,4565,1821,1624,5
125403,5203,1878,1805,7
587678,4294,1772,1605,5
628041,4255,1799,1452,5
245609,4348,1807,1574,5
890189,4220,1740,1625,5
654134,4620,1810,1750,5
654134,4620,1820,1750,5
527809,4925,1860,1470,5
973106,4816,1942,1669,5
437598,4549,1835,1700,5
350259,4598,1826,1425,5
569154,4146,1772,1617,5
384924,5018,1866,1459,5
304458,4630,1775,1480,5
851857,4812,1903,1680,5
851857,4812,1903,1680,5
591790,4630,1775,1480,5
580634,4393,1766,1524,5
178529,3797,1510,1820,7
468392,4915,1845,1470,5
354068,4631,1760,1503,5
569154,4195,1772,1617,5
304458,4630,1775,1480,5
649213,4730,1824,1426,5
743957,4544,1779,1467,5
854079,4664,1750,1505,5
289386,4461,1795,1474,5
713651,4649,1800,1416,5
401052,4452,1804,1535,5
290854,4585,1855,1679,5
291514,4170,1810,1635,5
692703,4510,1852,1677,5
302513,4354,1840,1654,5
409854,4600,1860,1720,5
304458,4630,1775,1485,5
321683,4655,1780,1453,5
136916,4850,1825,1480,5
492952,4683,1780,1465,5
289386,4582,1795,1458,5
270690,4415,1685,1850,5
510309,4661,1898,1664,5
125403,5266,1878,1772,7
612523,4500,1855,1690,5
412240,4705,1800,1750,7
750340,4530,1900,1700,5
219195,4365,1814,1695,5
289386,4582,1795,1458,5
249875,4672,1843,1678,5
576298,5115,1720,1960,8-Jul
175962,4475,1706,1469,5
872180,4765,1931,1655,5
321683,4655,1780,1453,5
354068,4631,1760,1503,5
871642,4524,1838,1701,5
354068,4665,1700,1505,5
378356,4572,1825,1482,5
905745,4278,1781,1648,5
209945,5055,1860,1491,5
732758,4565,1821,1624,5
614059,4783,1810,1442,5
527809,5065,1860,1467,5
219195,4365,1814,1695,5
576298,5055,1695,1960,8-Jul
321683,4655,1780,1453,5
194450,4475,1850,1655,5
741152,4667,1839,1663,5
401052,4431,1804,1535,5
745137,4534,1823,1483,5
569154,4146,1772,1617,5
948936,4520,1790,1750,7-Jun
249875,4672,1843,1678,5
492952,4683,1780,1465,5
350259,4598,1826,1425,5
736094,4465,1725,1685,7-Jun
671482,4280,1785,1658,5
603972,5036,1874,1480,5
739296,4780,1820,1730,7-Jun
416749,4270,1772,1605,5
914348,3970,1682,1462,5
651347,4065,1695,1525,5
492952,4683,1780,1465,5
281301,4872,1834,1484,5
453752,4753,1811,1453,5
745137,4368,1823,1483,5
349023,4643,1797,1477,5
576298,4680,1695,1940,8-Jul
950264,4545,1855,1690,5
186250,4370,1809,1461,5
961362,4384,1837,1594,5
739296,4710,1785,1745,7-Jun
401052,4431,1804,1532,5
379876,4558,1805,1505,5
914348,3970,1682,1462,5
291086,4843,1856,1484,5
349023,4643,1797,1479,5
923841,4855,1854,1476,5
559132,5016,1830,1490,5
714152,4506,1809,1685,5
871642,4524,1838,1685,5
614059,4714,1810,1442,5
378536,4510,1850,1662,5
745137,4368,1823,1483,5
628041,4255,1799,1452,5
349023,4450,1807,1459,5
714860,4720,1815,1465,5
861459,4671,1835,1464,5
245609,4348,1807,1574,5
409854,4640,1825,1745,5
409854,4640,1825,1745,5
526401,4610,1800,1450,5
250658,4923,1854,1470,5
760412,4705,1810,1680,5
950264,4545,1855,1690,5
321683,4655,1780,1453,5
468392,4915,1845,1470,5
468392,4915,1845,1470,5
735971,4587,1798,1463,5
654134,4620,1820,1765,5
527809,4925,1860,1470,5
692703,4510,1852,1677,5
628041,4255,1799,1452,5
437598,4549,1835,1700,5
384924,5018,1866,1459,5
249875,4672,1843,1678,5
526401,4610,1800,1450,5
281301,4870,1834,1472,5
248352,4400,1740,1460,5
348641,4579,1804,1490,5
496459,4420,1760,1670,5
621073,4400,1680,1750,8-Jul
621073,4400,1680,1770,8-Jul
378356,4572,1825,1482,5
378356,4572,1825,1482,5
682651,4818,1843,1432,5
732758,4565,1821,1624,5
510309,4661,1898,1664,5
745137,4534,1823,1483,5
851857,4812,1903,1680,5
136916,4850,1825,1480,5
321683,4655,1780,1453,5
321683,4655,1780,1453,5
819061,4450,1855,1635,5
854548,4314,1809,1624,5
453752,4643,1811,1454,5
409854,4681,1827,1710,5
304458,4630,1775,1480,5
289386,4582,1795,1458,5
580634,4393,1766,1524,5
819061,4450,1855,1635,5
739296,4710,1785,1715,7-Jun
527809,5065,1860,1467,5
501564,4810,1910,1770,7
745137,4368,1823,1483,5
745137,4368,1823,1483,5
245609,4348,1807,1574,5
349023,4666,1807,1460,5
481950,4633,1840,1535,5
392593,4470,1837,1670,5
175962,4475,1706,1469,5
713651,4649,1800,1416,5
265980,4360,1685,1820,8-Jul
651347,4065,1695,1525,5
409854,4640,1825,1690,5
409854,4640,1825,1690,5
854079,4650,1750,1505,5
248352,4370,1700,1460,5
559132,4868,1830,1490,5
124140,4650,1850,1695,5
651347,3900,1695,1525,5
603972,5035,1855,1485,5
178529,3797,1510,1820,7
735971,4671,1815,1478,5
603972,5015,1874,1455,5
178529,3995,1510,1860,7
527809,5012,1855,1464,5
714860,4720,1815,1465,5
614059,4581,1770,1448,5
349023,4567,1786,1455,5
671482,4280,1785,1658,5
559132,4868,1830,1490,5
559132,4868,1830,1490,5
472603,4688,1815,1525,5
854079,4650,1750,1505,5
854079,4650,1750,1505,5
248352,4370,1700,1460,5
265980,4360,1685,1820,8-Jul
304458,4630,1775,1485,5
409854,4649,1852,1710,5
349023,4598,1797,1477,5
735971,4671,1815,1478,5
560265,4440,1700,1783,8-Jun
125403,5213,1847,1750,7
248352,4370,1700,1460,5
527809,5012,1855,1464,5
175962,4473,1706,1469,5
178529,3885,1600,1860,7
819061,4450,1855,1635,5
923841,4869,1854,1472,5
854079,4650,1750,1505,5
291086,4843,1856,1484,5
651347,3900,1695,1525,5
349023,4598,1797,1477,5
354068,4610,1760,1495,5
304458,4545,1760,1490,5
425432,4608,1743,1465,5
914348,3970,1682,1462,5
914348,3970,1682,1462,5
178529,3730,1510,1860,7
289386,4582,1795,1458,5
745137,4368,1823,1483,5
961362,4315,1783,1606,5
745137,4368,1823,1483,5
281301,4870,1834,1472,5
360648,4115,1700,1495,5
356986,4860,1854,1480,5
356986,4860,1854,1480,5
854079,4650,1750,1505,5
651347,4065,1695,1525,5
905745,4278,1774,1656,5
248352,4370,1700,1460,5
409854,4640,1825,1690,5
265980,4360,1685,1820,8-Jul
425432,4605,1765,1460,5
198427,4547,1734,1470,5
175962,4473,1706,1469,5
124140,4650,1850,1695,5
651347,3900,1695,1525,5
178529,4100,1510,1830,7
178529,4100,1510,1830,7
178529,3797,1510,1820,7
270690,4415,1685,1850,5
321683,4644,1778,1482,5
304458,4545,1760,1490,5
209945,5055,1860,1491,5
436105,4710,1820,1470,5
914348,3970,1682,1462,5
321683,4644,1778,1482,5
714152,4506,1809,1685,5
209945,5039,1860,1492,5
614059,4783,1810,1442,5
614059,4783,1810,1442,5
221795,4385,1831,1589,5
270690,4415,1685,1850,5
963845,4270,1780,1622,5
360648,4115,1700,1495,5
854079,4650,1750,1505,5
978089,4631,1789,1470,5
453752,4645,1811,1454,5
741152,4667,1839,1660,5
136916,4850,1825,1480,5
347384,4600,1780,1445,5
560265,4440,1700,1783,8-Jun
281301,4870,1834,1472,5
559132,4868,1830,1490,5
395234,4805,1860,1458,5
735971,4587,1798,1463,5
349023,4510,1797,1477,5
819061,4450,1855,1635,5
819061,4450,1855,1635,5
914348,3987,1705,1486,5
735971,4671,1815,1478,5
735971,4671,1815,1478,5
291514,4160,1810,1635,5
603972,5015,1874,1455,5
178529,3995,1510,1860,7
248352,4370,1700,1460,5
597927,4845,1830,1460,5
923841,4869,1854,1472,5
854079,4650,1750,1505,5
978089,4425,1789,1470,5
354068,4610,1760,1495,5
597927,4845,1830,1460,5
482497,4629,1880,1653,5
395234,4805,1860,1458,5
395234,4805,1860,1458,5
614059,4783,1810,1442,5
628041,4255,1799,1452,5
472603,4688,1815,1525,5
963845,4270,1780,1622,5
425432,4605,1765,1460,5
124140,4650,1850,1695,5
360648,4115,1700,1495,5
124140,4650,1850,1695,5
349023,4510,1797,1477,5
221795,4385,1831,1589,5
347384,4600,1780,1445,5
347384,4600,1780,1445,5
270690,4415,1685,1850,5
914348,3987,1705,1486,5
735971,4671,1815,1478,5
425432,4608,1743,1465,5
198427,4547,1734,1470,5
281792,4462,1796,1421,5
580470,4523,1775,1467,5
321683,4644,1778,1482,5
468392,4930,1845,1470,5
